key,value
3  2  9  1  6  4  5  7  0, 0.         -0.001      -0.00099505  0.        
3  2  9  1  6  0  5  7  4,0.       0.009995 0.       0.      
3  2  0  1  6  9  5  7  4,-0.00099505  0.         -0.001       0.        
3  0  2  1  6  9  5  7  4,-0.001  0.     0.     0.   
3  6  2  1  0  9  5  7  4, 0.     0.     0.    -0.001
3  6  2  1  9  0  5  7  4, 0.0299251 -0.001      0.         0.       
3  6  2  1  9  4  5  7  0, 0.         -0.00588142 -0.00591097  0.        
3  6  2  1  9  4  5  0  7,0.        0.        0.        0.0299251
3  6  0  1  9  2  5  7  4,0.    0.    0.005 0.   
3  0  6  1  9  2  5  7  4,-0.001  0.     0.     0.   
3  9  6  1  0  2  5  7  4,-0.001  0.    -0.001  0.   
3  9  6  1  7  2  5  0  4,0.    0.005 0.    0.   
3  9  6  0  1  2  5  7  4, 0.    -0.001  0.     0.   
0  9  6  3  1  2  5  7  4, 0.     0.     0.    -0.001
9  0  6  3  1  2  5  7  4,0.009995 0.       0.       0.      
9  1  6  3  0  2  5  7  4, 0.         -0.00099505  0.005       0.        
9  1  6  0  3  2  5  7  4,0.       0.009995 0.       0.      
0  1  6  9  3  2  5  7  4,-0.00099505  0.          0.          0.009995  
1  0  6  9  3  2  5  7  4, 0.          0.         -0.00099505 -0.001     
1  6  0  9  3  2  5  7  4,0.01006385 0.         0.         0.        
1  6  2  9  3  0  5  7  4, 0.08432339 -0.00099505  0.005       0.        
1  6  2  9  3  4  5  7  0, 0.         -0.01611536 -0.02064222  0.        
1  6  2  9  3  4  5  0  7,0.         0.         0.         0.10885266
1  6  2  9  0  3  5  7  4,-0.001  0.     0.     0.   
1  6  2  9  7  3  5  0  4,0.       0.       0.009995 0.      
1  6  2  9  7  3  0  5  4, 0.          0.009995    0.         -0.00099505
1  6  2  0  7  3  9  5  4,-0.00099505 -0.001       0.          0.005     
0  6  2  1  7  3  9  5  4,0.005 0.    0.    0.   
1  6  2  7  0  3  9  5  4,0.009995 0.       0.       0.      
1  6  2  7  5  3  9  0  4, 0.         -0.00099505  0.          0.        
2  8  1  9  5  6  3  7  0, 0.     0.    -0.001  0.   
2  8  1  9  5  6  3  0  7, 0.    -0.001  0.     0.   
2  8  1  9  0  6  3  5  7, 0.     0.     0.    -0.001
2  8  1  9  6  0  3  5  7, 0.    -0.001  0.     0.   
2  8  0  9  6  1  3  5  7, 0.     0.    -0.001  0.   
2  0  8  9  6  1  3  5  7,0.       0.       0.009995 0.      
0  2  8  9  6  1  3  5  7,-0.001       0.          0.         -0.00099505
9  2  8  0  6  1  3  5  7, 0.     0.     0.    -0.001
9  2  8  6  0  1  3  5  7,0.       0.       0.       0.009995
9  2  8  6  1  0  3  5  7,-0.001       0.         -0.00099505  0.        
9  2  8  6  1  7  3  5  0, 0.     0.    -0.001  0.   
9  2  8  6  1  7  3  0  5, 0.    -0.001  0.     0.   
9  2  8  6  0  7  3  1  5,0.         0.         0.         0.01498501
9  2  8  6  7  0  3  1  5, 0.01997002  0.         -0.00198416  0.        
9  2  8  6  7  5  3  1  0, 0.         -0.00296734 -0.00494061  0.        
9  2  8  6  7  5  3  0  1,0.         0.005      0.         0.01997002
9  2  8  6  0  5  3  7  1, 0.    -0.001  0.     0.   
9  0  8  6  2  5  3  7  1,0.         0.         0.         0.20575184
9  8  0  6  2  5  3  7  1,-0.0323284   0.         -0.03680088  0.        
9  8  5  6  2  0  3  7  1, 0.009995    0.17688541 -0.001       0.        
9  8  5  6  2  1  3  7  0, 0.         -0.00184675  0.          0.        
9  8  5  6  0  2  3  7  1,0.         0.         0.         0.00507373
2  5  8  7  3  9  1  4  0,0.         0.01000984 0.         0.        
2  5  8  7  3  0  1  4  9,-0.00099505  0.06461143  0.005       0.        
2  5  0  7  3  8  1  4  9,-0.01247542  0.         -0.00783401  0.        
2  0  5  7  3  8  1  4  9,0.         0.         0.         0.03986028
2  5  8  7  0  3  1  4  9,0.         0.01010761 0.         0.        
2  0  8  7  5  3  1  4  9,-0.00099505  0.          0.15754462  0.009995  
0  2  8  7  5  3  1  4  9,-0.02991723  0.          0.         -0.02894874
7  2  8  0  5  3  1  4  9, 0.          0.16238708  0.         -0.001     
7  2  8  5  0  3  1  4  9,0.    0.    0.005 0.   
2  8  0  7  5  3  1  4  9, 0.005       0.         -0.00097037  0.        
2  8  3  7  5  0  1  4  9,-0.001  0.    -0.001  0.   
2  8  3  7  5  9  1  4  0,0.    0.005 0.    0.   
2  8  3  7  0  5  1  4  9, 0.     0.    -0.001  0.   
2  8  3  0  7  5  1  4  9, 0.    -0.001  0.     0.   
0  8  3  2  7  5  1  4  9, 0.     0.     0.    -0.001
8  0  3  2  7  5  1  4  9,-0.001  0.     0.    -0.001
8  3  0  2  7  5  1  4  9,0.    0.    0.005 0.   
8  7  3  2  0  5  1  4  9,0.       0.       0.       0.009995
8  7  3  2  5  0  1  4  9,-0.001      -0.001      -0.00099505  0.        
8  7  3  2  5  9  1  4  0,0.    0.005 0.    0.   
8  7  0  2  5  3  1  4  9,0.005 0.    0.    0.   
1  3  6  4  8  2  9  5  0, 0.    -0.001 -0.001  0.   
1  3  6  4  8  2  9  0  5,0.    0.    0.    0.005
1  3  6  4  8  0  9  5  2,0.    0.005 0.    0.   
1  3  0  4  8  6  9  5  2,0.    0.    0.005 0.   
1  0  3  4  8  6  9  5  2,-0.001  0.     0.     0.   
1  8  3  4  0  6  9  5  2,0.005 0.    0.    0.   
1  8  3  4  5  6  9  0  2,0.    0.    0.005 0.   
1  8  3  4  5  6  0  9  2, 0.    -0.001  0.     0.   
1  8  3  0  5  6  4  9  2, 0.     0.     0.    -0.001
1  8  3  5  0  6  4  9  2, 0.     0.     0.    -0.001
1  8  3  5  6  0  4  9  2,0.009995 0.       0.       0.      
1  8  3  5  6  2  4  9  0, 0.         -0.00099505  0.005       0.        
1  8  3  5  6  2  4  0  9, 0.    -0.001  0.     0.   
1  8  3  5  0  2  4  6  9,0.         0.         0.01498501 0.        
1  8  3  0  5  2  4  6  9, 0.005      -0.001       0.         -0.00198416
0  8  3  1  5  2  4  6  9,0.005 0.    0.    0.   
1  8  3  4  5  2  0  6  9, 0.     0.     0.    -0.001
1  8  3  4  5  2  6  0  9, 0.    -0.001  0.     0.   
1  8  3  4  0  2  6  5  9, 0.     0.    -0.001  0.   
1  8  3  0  4  2  6  5  9,0.005 0.    0.    0.   
1  8  3  6  4  2  0  5  9, 0.     0.     0.    -0.001
1  8  3  6  4  2  5  0  9, 0.     0.     0.    -0.001
1  8  3  6  4  2  5  9  0, 0.    -0.001  0.     0.   
1  8  3  6  4  0  5  9  2, 0.     0.    -0.001  0.   
1  8  3  6  0  4  5  9  2,0.         0.08432339 0.         0.        
1  0  3  6  8  4  5  9  2,-0.01521405  0.         -0.00878671 -0.0170985 
0  1  3  6  8  4  5  9  2,0.         0.         0.         0.04482042
1  3  0  6  8  4  5  9  2,-0.001       0.          0.08432339  0.        
1  3  4  6  8  0  5  9  2, 0.009995  0.       -0.001     0.      
1  3  4  6  0  8  5  9  2,0.    0.    0.    0.005
1  3  4  6  8  2  5  9  0, 0.         -0.00099505  0.005       0.        
1  3  4  6  8  2  5  0  9,0.       0.009995 0.       0.      
1  3  4  6  0  2  5  8  9,-0.00099505  0.          0.          0.005     
1  3  4  6  2  0  5  8  9,0.       0.009995 0.       0.      
1  3  0  6  2  4  5  8  9,-0.00099505  0.          0.009995    0.        
1  0  3  6  2  4  5  8  9, 0.005       0.          0.         -0.00099505
1  2  3  6  0  4  5  8  9,0.         0.         0.         0.03489517
1  2  3  6  4  0  5  8  9,-0.01067454 -0.00783401 -0.00588142  0.        
1  2  3  6  4  9  5  8  0, 0.          0.05472582 -0.001       0.        
1  2  3  6  4  9  5  0  8,0.    0.    0.    0.005
1  2  0  6  4  3  5  8  9, 0.03986028  0.         -0.001       0.        
1  0  2  6  4  3  5  8  9,-0.001  0.    -0.001  0.005
0  1  2  6  4  3  5  8  9,0.    0.    0.    0.005
1  4  2  6  0  3  5  8  9,-0.001       0.005       0.         -0.00199405
1  4  2  6  3  0  5  8  9,0.       0.       0.009995 0.      
1  4  2  6  8  3  5  0  9,0.    0.005 0.    0.   
7  1  6  8  2  0  4  5  3, 0.     0.    -0.001  0.   
7  1  6  8  2  3  4  5  0, 0.    -0.001  0.     0.   
7  1  6  8  0  2  4  5  3,0.005 0.    0.    0.   
7  1  6  8  5  2  4  0  3, 0.     0.     0.    -0.001
7  1  6  8  5  2  4  3  0, 0.    -0.001  0.     0.   
7  1  6  8  5  0  4  3  2,0.         0.22490009 0.         0.        
7  1  0  8  5  6  4  3  2,-0.03904868  0.         -0.0362356   0.        
7  0  1  8  5  6  4  3  2,-0.001       0.         -0.001       0.19614895
0  7  1  8  5  6  4  3  2,-0.001       0.          0.          0.00517034
8  7  1  0  5  6  4  3  2,0.    0.005 0.    0.   
7  5  1  8  0  6  4  3  2, 0.     0.     0.    -0.001
7  5  1  8  6  0  4  3  2,0.01498501 0.         0.         0.        
7  5  1  8  6  2  4  3  0, 0.         -0.00198416  0.005       0.        
7  5  1  8  6  2  4  0  3, 0.    -0.001 -0.001  0.   
7  5  1  8  6  2  0  4  3,0.    0.    0.    0.005
7  5  1  8  0  2  4  6  3,0.    0.    0.005 0.   
7  5  1  0  8  2  4  6  3,0.       0.009995 0.       0.      
0  5  1  7  8  2  4  6  3,-0.00198416  0.          0.         -0.00199405
5  0  1  7  8  2  4  6  3,0.       0.       0.009995 0.      
4  9  6  2  7  8  5  3  0,0.    0.005 0.    0.   
4  9  6  2  7  0  5  3  8,0.         0.01498501 0.         0.        
4  9  0  2  7  6  5  3  8,-0.00198416  0.          0.005       0.        
4  0  9  2  7  6  5  3  8,-0.001  0.     0.     0.   
4  7  9  2  0  6  5  3  8, 0.     0.     0.    -0.001
4  7  9  2  6  0  5  3  8,0.         0.10885266 0.         0.        
4  7  0  2  6  9  5  3  8,-0.01966301  0.         -0.01888185  0.        
4  0  7  2  6  9  5  3  8,-0.00396419  0.         -0.001       0.09414983
4  6  7  2  0  9  5  3  8,0.         0.02016657 0.         0.        
0  4  7  2  6  9  5  3  8,0.005 0.    0.    0.   
2  4  7  0  6  9  5  3  8, 0.     0.     0.    -0.001
2  4  7  6  0  9  5  3  8, 0.009995  0.        0.       -0.001   
2  4  7  6  9  0  5  3  8,0.    0.    0.005 0.   
2  4  7  6  3  9  5  0  8, 0.         -0.00099505  0.009995    0.        
2  4  7  6  3  9  0  5  8, 0.         -0.001       0.         -0.00099505
2  4  7  0  3  9  6  5  8, 0.    -0.001  0.    -0.001
0  4  7  2  3  9  6  5  8,0.005 0.    0.    0.   
2  4  7  3  0  9  6  5  8, 0.        0.009995  0.       -0.001   
2  4  7  3  9  0  6  5  8,0.    0.    0.005 0.   
2  0  7  3  4  9  6  5  8,-0.00099505  0.          0.005       0.        
0  2  7  3  4  9  6  5  8,0.005 0.    0.    0.   
3  2  7  0  4  9  6  5  8,0.       0.       0.       0.009995
3  2  7  4  0  9  6  5  8, 0.005       0.         -0.00099505 -0.001     
3  2  7  4  9  0  6  5  8,0.    0.    0.005 0.   
3  2  7  4  5  9  6  0  8,0.    0.    0.    0.005
3  2  7  4  5  9  6  8  0,0.       0.009995 0.       0.      
3  2  7  4  5  0  6  8  9,-0.00099505  0.         -0.001       0.        
3  2  7  4  0  5  6  8  9, 0.    -0.001  0.     0.   
3  0  7  4  2  5  6  8  9,0.         0.         0.         0.01498501
3  7  0  4  2  5  6  8  9,-0.001       0.         -0.00198416  0.        
3  7  5  4  2  0  6  8  9,-0.001  0.     0.     0.   
3  7  5  4  2  9  6  8  0, 0.     0.    -0.001  0.   
3  7  5  4  2  9  6  0  8,0.         0.         0.08923906 0.        
3  7  5  4  2  9  0  6  8, 0.         -0.01253901  0.         -0.01611536
3  7  5  0  2  9  4  6  8,0.0596711 0.        0.        0.       
3  5  9  2  6  7  4  1  0,0.       0.009995 0.       0.      
3  5  9  2  6  0  4  1  7,-0.00099505  0.17205746  0.          0.        
3  5  0  2  6  9  4  1  7,-0.03056371  0.         -0.02578629  0.        
3  0  5  2  6  9  4  1  7,-0.001       0.          0.          0.13325954
3  6  5  2  0  9  4  1  7, 0.     0.     0.    -0.001
3  6  5  2  9  0  4  1  7,-0.001  0.     0.     0.   
3  6  5  2  9  7  4  1  0, 0.     0.    -0.001  0.   
3  6  5  2  9  7  4  0  1,0.       0.009995 0.       0.      
3  6  5  2  0  7  4  9  1,-0.00099505  0.005       0.          0.        
3  0  5  2  6  7  4  9  1,0.       0.       0.       0.009995
3  5  0  2  6  7  4  9  1,-0.001       0.         -0.00099505  0.        
3  5  7  2  6  0  4  9  1,0.       0.       0.009995 0.      
3  5  7  2  0  6  4  9  1, 0.          0.005       0.         -0.00099505
3  0  7  2  5  6  4  9  1,0.         0.         0.005      0.01498501
3  7  0  2  5  6  4  9  1,-0.001       0.         -0.00296734  0.        
3  7  6  2  5  0  4  9  1,0.    0.005 0.    0.   
0  3  7  2  5  6  4  9  1,0.009995 0.       0.       0.      
2  3  7  0  5  6  4  9  1, 0.06461143 -0.00099505  0.          0.        
2  3  7  4  5  6  0  9  1, 0.         -0.01247542  0.         -0.00973355
2  3  7  4  5  6  9  0  1,0.        0.        0.0497756 0.       
4  9  6  7  5  1  3  8  0, 0.    -0.001 -0.001  0.   
4  9  6  7  5  1  3  0  8,0.    0.    0.    0.005
4  9  6  7  5  0  3  8  1,0.    0.005 0.    0.   
4  9  0  7  5  6  3  8  1,0.    0.    0.005 0.   
4  0  9  7  5  6  3  8  1,-0.001  0.    -0.001  0.   
4  5  9  7  0  6  3  8  1, 0.     0.005 -0.001  0.   
4  5  9  0  7  6  3  8  1,0.    0.    0.    0.005
0  4  9  7  5  6  3  8  1,-0.001  0.     0.     0.   
7  4  9  0  5  6  3  8  1, 0.     0.     0.    -0.001
7  4  9  5  0  6  3  8  1, 0.     0.     0.    -0.001
7  4  9  5  6  0  3  8  1,0.       0.009995 0.       0.      
7  4  0  5  6  9  3  8  1,-0.00099505  0.         -0.001       0.        
7  0  4  5  6  9  3  8  1,-0.001  0.    -0.001  0.   
0  7  4  5  6  9  3  8  1,0.    0.    0.    0.005
7  6  4  5  0  9  3  8  1,-0.001  0.     0.     0.   
7  6  4  5  8  9  3  0  1,0.       0.       0.009995 0.      
7  6  4  5  8  9  0  3  1, 0.         -0.001       0.         -0.00099505
7  6  4  0  8  9  5  3  1,0.       0.009995 0.       0.      
0  6  4  7  8  9  5  3  1,-0.00099505  0.          0.         -0.001     
6  0  4  7  8  9  5  3  1,-0.001  0.     0.     0.005
6  8  4  7  0  9  5  3  1,0.    0.005 0.    0.   
6  4  0  7  8  9  5  3  1,-0.001  0.     0.     0.   
6  4  9  7  8  0  5  3  1, 0.     0.    -0.001  0.   
6  4  9  7  0  8  5  3  1,0.    0.005 0.    0.   
6  0  9  7  4  8  5  3  1, 0.     0.     0.005 -0.001
6  9  0  7  4  8  5  3  1,0.    0.    0.005 0.   
0  6  9  7  4  8  5  3  1,-0.001  0.     0.     0.   
7  6  9  0  4  8  5  3  1,0.005 0.    0.    0.   
7  6  9  5  4  8  0  3  1, 0.     0.     0.    -0.001
7  6  9  5  4  8  3  0  1, 0.    -0.001  0.     0.   
7  6  9  5  0  8  3  4  1,0.         0.10885266 0.         0.        
7  0  9  5  6  8  3  4  1,-0.01966301  0.         -0.02745557 -0.02578629
0  7  9  5  6  8  3  4  1,0.         0.         0.         0.14784516
7  9  0  5  6  8  3  4  1,0.         0.         0.13812628 0.        
6  9  1  2  5  7  4  8  0,0.       0.009995 0.       0.      
6  9  1  2  5  0  4  8  7,-0.00099505  0.         -0.001       0.        
6  9  1  2  0  5  4  8  7,0.    0.    0.005 0.   
6  9  1  0  2  5  4  8  7,0.    0.005 0.    0.   
0  9  1  6  2  5  4  8  7, 0.     0.     0.    -0.001
9  0  1  6  2  5  4  8  7,0.009995 0.       0.       0.      
9  2  1  6  0  5  4  8  7, 0.         -0.00099505  0.01006873  0.        
9  2  1  0  6  5  4  8  7, 0.13812628  0.          0.         -0.00099505
9  2  1  4  6  5  0  8  7, 0.         -0.02481294  0.         -0.02237969
9  2  1  4  6  5  8  0  7, 0.         -0.001       0.11374381  0.        
9  2  1  4  0  5  8  6  7, 0.        0.       -0.001     0.009995
9  2  1  0  4  5  8  6  7,0.         0.03489517 0.         0.005     
0  2  1  9  4  5  8  6  7,-0.00684099  0.          0.         -0.00591097
2  0  1  9  4  5  8  6  7,-0.001      0.         0.0299251  0.       
2  4  1  9  0  5  8  6  7,0.         0.00501484 0.         0.        
9  2  1  4  5  0  8  6  7,-0.001      -0.001      -0.00099505  0.        
9  2  0  4  5  1  8  6  7,0.005 0.    0.    0.   
9  2  1  4  5  7  8  6  0,0.    0.    0.005 0.   
9  2  1  4  5  7  8  0  6,0.       0.       0.009995 0.      
9  2  1  4  5  7  0  8  6, 0.         -0.001       0.         -0.00099505
9  2  1  0  5  7  4  8  6, 0.     0.     0.    -0.001
9  2  1  5  0  7  4  8  6,-0.001  0.     0.     0.   
9  2  1  5  8  7  4  0  6, 0.     0.     0.    -0.001
9  2  1  5  8  7  4  6  0,0.    0.005 0.    0.   
9  2  1  5  8  0  4  6  7, 0.    -0.001  0.     0.   
9  2  0  5  8  1  4  6  7, 0.     0.    -0.001  0.   
9  0  2  5  8  1  4  6  7,-0.001  0.     0.     0.   
9  8  2  5  0  1  4  6  7,0.    0.    0.005 0.   
9  8  2  0  5  1  4  6  7,0.         0.03986028 0.         0.        
0  8  2  9  5  1  4  6  7,-0.00779469  0.          0.         -0.00973355
8  0  2  9  5  1  4  6  7,0.        0.        0.0497756 0.       
2  1  4  9  8  3  7  6  0, 0.       -0.001     0.009995  0.      
2  1  4  9  8  0  7  6  3,0.005 0.    0.    0.   
2  1  4  9  8  3  7  0  6, 0.          0.005      -0.001      -0.00099505
2  1  4  9  8  3  0  7  6,0.    0.    0.    0.005
2  1  4  9  0  3  7  8  6, 0.    -0.001  0.005 -0.001
2  1  4  9  3  0  7  8  6,0.    0.    0.005 0.   
2  0  4  9  1  3  7  8  6,0.005 0.    0.    0.   
2  1  4  0  9  3  7  8  6, 0.    -0.001  0.     0.   
0  1  4  2  9  3  7  8  6,0.    0.    0.    0.005
1  4  3  2  0  9  7  8  6, 0.          0.09905568  0.         -0.00094582
1  3  0  2  4  9  7  8  6,-0.00298216  0.          0.11374381  0.        
1  3  9  2  4  0  7  8  6,0.         0.01498501 0.         0.        
1  4  3  2  6  0  7  9  8,0.       0.       0.009995 0.      
1  4  3  0  2  6  7  9  8,-0.00298216 -0.00494061  0.         -0.00296734
0  4  3  1  2  6  7  9  8,0.02495005 0.         0.         0.        
1  4  3  7  2  6  0  9  8, 0.          0.01498501  0.         -0.001     
1  4  3  7  2  6  9  0  8,0.    0.    0.005 0.   
7  1  6  3  4  9  2  8  0, 0.        0.009995 -0.001     0.      
7  1  6  3  4  9  2  0  8,0.    0.    0.    0.005
7  1  6  3  4  0  2  8  9,-0.00099505  0.005      -0.001       0.        
7  1  6  3  0  4  2  8  9,0.    0.    0.    0.005
7  1  0  3  4  6  2  8  9, 0.     0.    -0.001  0.   
7  0  1  3  4  6  2  8  9, 0.     0.    -0.001  0.   
0  7  1  3  4  6  2  8  9,0.009995 0.       0.       0.      
3  7  1  0  4  6  2  8  9, 0.15269732 -0.00099505  0.          0.005     
3  7  1  2  4  6  0  8  9, 0.         -0.02813284  0.         -0.02494316
3  7  1  2  4  6  8  0  9, 0.         -0.001       0.13325954 -0.00199405
3  7  1  2  0  6  8  4  9,0.005      0.         0.01498501 0.        
3  7  1  0  2  6  8  4  9,-0.00298216 -0.001       0.         -0.00296734
0  7  1  3  2  6  8  4  9,0.005 0.    0.    0.   
3  7  1  8  2  6  0  4  9,0.         0.01498501 0.         0.        
3  7  1  2  4  6  8  9  0,0.         0.         0.01009792 0.        
3  7  1  4  0  6  2  8  9,-0.001     0.009995  0.        0.      
3  7  1  4  8  6  2  0  9,0.    0.005 0.    0.   
3  0  1  4  7  6  2  8  9,-0.00099505  0.          0.          0.005     
3  1  0  4  7  6  2  8  9,-0.001  0.     0.     0.   
3  1  6  4  7  0  2  8  9, 0.     0.    -0.001  0.   
3  1  6  4  0  7  2  8  9,-0.001  0.     0.     0.   
3  1  6  4  8  7  2  0  9, 0.     0.     0.    -0.001
3  1  6  4  8  7  2  9  0,0.       0.009995 0.       0.      
3  1  6  4  8  0  2  9  7,-0.00099505  0.0596711   0.          0.        
3  1  0  4  8  6  2  9  7,-0.01062064  0.         -0.00783401  0.        
3  0  1  4  8  6  2  9  7,0.         0.         0.         0.03489517
9  8  6  2  4  3  1  5  0, 0.         -0.001      -0.00199405  0.        
9  8  6  2  4  3  1  0  5, 0.       -0.001    -0.001     0.009995
9  8  6  2  4  3  0  1  5,0.    0.    0.    0.005
9  8  6  2  0  3  1  4  5,0.005 0.    0.    0.   
9  8  6  2  4  0  1  5  3, 0.     0.    -0.001  0.   
9  8  6  2  0  4  1  5  3,0.10885266 0.005      0.         0.        
9  8  6  2  5  4  1  0  3, 0.         -0.01966301 -0.02151381 -0.02064222
9  8  6  2  5  4  0  1  3, 0.         -0.001       0.          0.10885266
9  8  6  2  5  4  1  3  0, 0.         -0.00199397  0.10885266  0.        
9  0  6  2  8  4  1  5  3,-0.00096054  0.          0.         -0.001     
9  6  0  2  8  4  1  5  3,0.    0.    0.005 0.   
9  8  6  2  5  0  1  3  4,0.01016674 0.         0.         0.        
9  8  6  0  5  4  2  1  3, 0.     0.     0.    -0.001
9  8  6  5  0  4  2  1  3,0.       0.009995 0.       0.      
9  0  6  5  8  4  2  1  3,-0.00099505  0.          0.009995    0.        
0  9  6  5  8  4  2  1  3,-0.001       0.          0.         -0.00099505
5  9  6  0  8  4  2  1  3,0.009995 0.       0.       0.      
5  9  6  2  8  4  0  1  3, 0.         -0.00099505  0.          0.005     
5  9  6  2  8  4  1  0  3,0.    0.005 0.    0.   
5  9  6  2  0  4  1  8  3,0.       0.009995 0.       0.      
5  0  6  2  9  4  1  8  3,-0.00099505  0.          0.009995    0.        
0  5  6  2  9  4  1  8  3, 0.005       0.          0.         -0.00099505
2  5  6  0  9  4  1  8  3,0.005 0.    0.    0.   
2  5  6  1  9  4  0  8  3, 0.     0.     0.    -0.001
2  5  6  1  9  4  8  0  3,0.       0.009995 0.       0.      
2  5  6  1  0  4  8  9  3,-0.00099505  0.005       0.          0.        
